contract_address,seller,nft_address,token_id,price,tx_hash,block_number,block_hash,network,tx_index,log_index
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,0,10000000,0x3df69f62bbf919b0ca26b917f52e43eb5dd38bb681adebb5e48ad03ffa650226,4,0x245332c7d8cd351ab2ffc83f38444912453e23e570c9575e3075f47604032aa1,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,1,10000000,0xa9607092576545799592628136b1e857c75910367f9258f65560be1600c18e34,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,2,10000000,0x24556b7418b30e82ac697e41f0580e59adcba91b72afa9ae11b2617990a9fc25,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,3,10000000,0x2af0f233493699b7bd8a14524f2cbef889b1718255930dd99de3536651995b09,8,0x2132ce3d3b7040b9b3fff066a0e2030fa309f45f790d408c0a58090b149e501c,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,5,200000000,0xbc68b87852eb462aaa310be68db703ab2834bbfcd3eca7a889788a46c73d07cd,2026,0xd8db4eb078b3b94595210371c2b41a50b508ec670b18e3d8bf621a485be99adf,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,6,50000000,0x86db2cd3eb18bf9a25ef98234803df89a1c46125240e763cab543d74b380f3fa,2063,0x8db9e893fdac6219a2332049dd16d472af21987fe3617be3c9525460652eeb19,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,0,10000000,0x3df69f62bbf919b0ca26b917f52e43eb5dd38bb681adebb5e48ad03ffa650226,4,0x245332c7d8cd351ab2ffc83f38444912453e23e570c9575e3075f47604032aa1,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,1,10000000,0xa9607092576545799592628136b1e857c75910367f9258f65560be1600c18e34,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,2,10000000,0x24556b7418b30e82ac697e41f0580e59adcba91b72afa9ae11b2617990a9fc25,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,3,10000000,0x2af0f233493699b7bd8a14524f2cbef889b1718255930dd99de3536651995b09,8,0x2132ce3d3b7040b9b3fff066a0e2030fa309f45f790d408c0a58090b149e501c,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,5,20000000,0x97e43051bfa8195b7b70efab1726a6a76db0f2b3771f2af5ec42992c1dde9e21,82,0xdd1b2bb0b0c14b5f5be0c6e4558d44828ac161ec1f800e931df0a5991d41609b,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,6,15000000,0x01645ac541824a8b1750d2eb2fb1f9f6f623a9bd6812943956eb6a9c5f24da4c,106,0xf15579c3affdf5b6662e5edc9a7454b9dccdb2b8bd882c62fde3fa604397435e,anvil
